GC1003827_F08_NODE_1_length_20588_cov_4.326377	20588	45.08
GC1003827_F08_NODE_2_length_19381_cov_6.994339	19381	48.54
GC1003827_F08_NODE_3_length_18184_cov_6.254250	18184	49.08
GC1003827_F08_NODE_4_length_16644_cov_10.725979	16644	48.67
GC1003827_F08_NODE_5_length_16184_cov_6.869527	16184	45.21
GC1003827_F08_NODE_6_length_15822_cov_7.811660	15822	48.66
GC1003827_F08_NODE_7_length_15346_cov_3.230633	15346	45.07
GC1003827_F08_NODE_8_length_14943_cov_11.814660	14943	49.76
GC1003827_F08_NODE_9_length_14881_cov_6.273214	14881	48.23
GC1003827_F08_NODE_10_length_14744_cov_7.258056	14744	49.98
GC1003827_F08_NODE_11_length_14489_cov_4.828297	14489	49.12
GC1003827_F08_NODE_12_length_14286_cov_5.220001	14286	46.81
GC1003827_F08_NODE_13_length_14276_cov_6.072090	14276	45.24
GC1003827_F08_NODE_14_length_14197_cov_8.611158	14197	46.90
GC1003827_F08_NODE_15_length_14188_cov_6.291587	14188	48.63
GC1003827_F08_NODE_16_length_13746_cov_4.373963	13746	44.59
GC1003827_F08_NODE_17_length_13501_cov_10.822641	13501	48.78
GC1003827_F08_NODE_18_length_13350_cov_5.419874	13350	44.78
GC1003827_F08_NODE_19_length_12924_cov_11.913730	12924	44.65
GC1003827_F08_NODE_20_length_12892_cov_6.814493	12892	51.43
GC1003827_F08_NODE_21_length_12760_cov_4.436080	12760	46.79
GC1003827_F08_NODE_22_length_12642_cov_5.115621	12642	50.59
GC1003827_F08_NODE_23_length_12637_cov_5.789928	12637	48.61
GC1003827_F08_NODE_24_length_12515_cov_7.097514	12515	48.82
GC1003827_F08_NODE_25_length_12412_cov_12.986162	12412	43.83
GC1003827_F08_NODE_26_length_12167_cov_6.736213	12167	47.90
GC1003827_F08_NODE_27_length_11736_cov_5.528469	11736	49.70
GC1003827_F08_NODE_28_length_11717_cov_3.549698	11717	45.89
GC1003827_F08_NODE_29_length_11689_cov_7.198928	11689	43.73
GC1003827_F08_NODE_30_length_11672_cov_10.223214	11672	44.89
GC1003827_F08_NODE_31_length_11389_cov_6.819570	11389	46.76
GC1003827_F08_NODE_32_length_11375_cov_10.110953	11375	49.84
GC1003827_F08_NODE_33_length_11350_cov_8.717812	11350	46.83
GC1003827_F08_NODE_34_length_11343_cov_7.456223	11343	50.41
GC1003827_F08_NODE_35_length_11259_cov_5.444844	11259	42.05
GC1003827_F08_NODE_36_length_11090_cov_3.677096	11090	42.09
GC1003827_F08_NODE_37_length_10732_cov_6.826686	10732	47.11
GC1003827_F08_NODE_38_length_10606_cov_7.543468	10606	47.72
GC1003827_F08_NODE_39_length_10567_cov_9.578831	10567	47.73
GC1003827_F08_NODE_40_length_10493_cov_9.365329	10493	50.17
GC1003827_F08_NODE_41_length_10453_cov_10.240170	10453	45.68
GC1003827_F08_NODE_42_length_10437_cov_7.371096	10437	47.08
GC1003827_F08_NODE_43_length_10340_cov_9.267404	10340	49.49
GC1003827_F08_NODE_44_length_10314_cov_8.335329	10314	46.41
GC1003827_F08_NODE_45_length_10232_cov_6.227610	10232	48.21
