GC1003827_G04_NODE_1_length_9608_cov_4.312942	9608	47.46
GC1003827_G04_NODE_2_length_9596_cov_8.611680	9596	44.71
GC1003827_G04_NODE_3_length_9467_cov_5.359101	9467	48.71
GC1003827_G04_NODE_4_length_9450_cov_6.083986	9450	45.35
GC1003827_G04_NODE_5_length_9073_cov_5.529399	9073	48.59
GC1003827_G04_NODE_6_length_8245_cov_9.526854	8245	44.57
GC1003827_G04_NODE_7_length_8192_cov_7.388221	8192	41.96
GC1003827_G04_NODE_8_length_8114_cov_7.664956	8114	46.71
GC1003827_G04_NODE_9_length_7543_cov_5.397923	7543	51.82
GC1003827_G04_NODE_10_length_7483_cov_5.939097	7483	45.44
GC1003827_G04_NODE_11_length_7480_cov_3.977152	7480	50.52
GC1003827_G04_NODE_12_length_7278_cov_4.631940	7278	46.63
GC1003827_G04_NODE_13_length_7233_cov_8.085843	7233	43.12
GC1003827_G04_NODE_14_length_7187_cov_6.601841	7187	47.73
GC1003827_G04_NODE_15_length_7181_cov_6.999716	7181	45.41
GC1003827_G04_NODE_16_length_7063_cov_6.084343	7063	50.63
GC1003827_G04_NODE_17_length_6994_cov_5.297801	6994	44.11
GC1003827_G04_NODE_18_length_6972_cov_7.538203	6972	45.18
GC1003827_G04_NODE_19_length_6962_cov_6.977176	6962	49.15
GC1003827_G04_NODE_20_length_6933_cov_7.307670	6933	47.11
GC1003827_G04_NODE_21_length_6888_cov_2.994084	6888	46.65
GC1003827_G04_NODE_22_length_6870_cov_5.673884	6870	48.60
GC1003827_G04_NODE_23_length_6829_cov_4.001791	6829	46.39
GC1003827_G04_NODE_24_length_6814_cov_9.345745	6814	50.57
GC1003827_G04_NODE_25_length_6790_cov_5.304067	6790	43.81
GC1003827_G04_NODE_26_length_6770_cov_4.825982	6770	44.80
GC1003827_G04_NODE_27_length_6767_cov_5.819578	6767	51.00
GC1003827_G04_NODE_28_length_6612_cov_6.778720	6612	46.23
GC1003827_G04_NODE_29_length_6582_cov_5.313555	6582	48.25
GC1003827_G04_NODE_30_length_6574_cov_3.496200	6574	45.09
GC1003827_G04_NODE_31_length_6559_cov_5.525498	6559	44.75
GC1003827_G04_NODE_32_length_6534_cov_6.361792	6534	46.24
GC1003827_G04_NODE_33_length_6499_cov_6.078311	6499	46.59
GC1003827_G04_NODE_34_length_6499_cov_4.031230	6499	43.01
GC1003827_G04_NODE_35_length_6486_cov_11.873408	6486	46.58
