P4_54_NODE_1_length_90242_cov_372.078932	90242	32.41
P4_54_NODE_2_length_88836_cov_188.430937	88836	64.53
P4_54_NODE_3_length_75224_cov_894.645245	75224	64.38
P4_54_NODE_4_length_70745_cov_91.805942	70745	65.43
P4_54_NODE_5_length_56647_cov_23.961660	56647	66.85
P4_54_NODE_6_length_53501_cov_23.869187	53501	67.24
P4_54_NODE_7_length_50341_cov_26.900566	50341	64.49
P4_54_NODE_8_length_45818_cov_364.411941	45818	66.28
P4_54_NODE_9_length_45393_cov_37.599081	45393	67.56
P4_54_NODE_10_length_43001_cov_5.228950	43001	72.66
P4_54_NODE_11_length_41704_cov_4.291483	41704	66.68
P4_54_NODE_12_length_40435_cov_83.673167	40435	66.68
P4_54_NODE_13_length_39436_cov_172.095983	39436	66.85
P4_54_NODE_14_length_39143_cov_54.593756	39143	66.68
P4_54_NODE_15_length_36501_cov_100.270503	36501	35.26
P4_54_NODE_16_length_35766_cov_49.235108	35766	65.21
P4_54_NODE_17_length_33878_cov_3.338034	33878	71.34
P4_54_NODE_18_length_33752_cov_14.343762	33752	64.93
P4_54_NODE_19_length_33646_cov_90.930070	33646	59.73
P4_54_NODE_20_length_33368_cov_34.851900	33368	66.44
P4_54_NODE_21_length_33083_cov_6.268722	33083	68.63
P4_54_NODE_22_length_32974_cov_22.494200	32974	65.79
P4_54_NODE_23_length_32821_cov_23.690218	32821	68.19
P4_54_NODE_24_length_32448_cov_22.531388	32448	63.83
P4_54_NODE_25_length_32162_cov_7.030373	32162	68.02
P4_54_NODE_26_length_32049_cov_6.973153	32049	71.21
P4_54_NODE_27_length_32005_cov_10.351716	32005	67.55
P4_54_NODE_28_length_31611_cov_5.000159	31611	69.18
P4_54_NODE_29_length_31593_cov_11.644187	31593	63.17
P4_54_NODE_30_length_31340_cov_39.469035	31340	63.45
P4_54_NODE_31_length_29951_cov_13.588385	29951	67.63
P4_54_NODE_32_length_29722_cov_29.037168	29722	63.27
P4_54_NODE_33_length_29395_cov_50.790283	29395	69.53
P4_54_NODE_34_length_29156_cov_37.545971	29156	66.94
P4_54_NODE_35_length_29085_cov_21.541957	29085	65.32
P4_54_NODE_36_length_28940_cov_27.569153	28940	64.74
P4_54_NODE_37_length_28713_cov_3.257399	28713	66.29
P4_54_NODE_38_length_27715_cov_6.394701	27715	67.84
P4_54_NODE_39_length_27583_cov_22.435934	27583	65.63
P4_54_NODE_40_length_27094_cov_3.080357	27094	67.78
P4_54_NODE_41_length_27047_cov_57.121917	27047	64.63
P4_54_NODE_42_length_26910_cov_35.817720	26910	67.89
P4_54_NODE_43_length_26894_cov_128.704001	26894	64.48
P4_54_NODE_44_length_26887_cov_106.030194	26887	65.40
P4_54_NODE_45_length_26836_cov_19.818114	26836	70.13
P4_54_NODE_46_length_26273_cov_34.818098	26273	65.58
P4_54_NODE_47_length_26121_cov_5.881280	26121	70.09
P4_54_NODE_48_length_26016_cov_9.099309	26016	68.48
P4_54_NODE_49_length_25919_cov_11.586034	25919	67.17
P4_54_NODE_50_length_25625_cov_3.483254	25625	69.33
P4_54_NODE_51_length_25237_cov_9.489685	25237	70.62
P4_54_NODE_52_length_25124_cov_4.330560	25124	70.72
P4_54_NODE_53_length_25072_cov_5.483424	25072	68.83
P4_54_NODE_54_length_24522_cov_27.142324	24522	66.71
P4_54_NODE_55_length_24246_cov_75.099880	24246	64.78
P4_54_NODE_56_length_24065_cov_4.541649	24065	72.16
P4_54_NODE_57_length_23181_cov_7.909040	23181	68.33
P4_54_NODE_58_length_23136_cov_49.380069	23136	64.41
P4_54_NODE_59_length_22932_cov_7.633677	22932	64.72
P4_54_NODE_60_length_22926_cov_52.457608	22926	62.65
P4_54_NODE_61_length_22768_cov_17.457974	22768	66.65
P4_54_NODE_62_length_22730_cov_4.316861	22730	71.60
P4_54_NODE_63_length_22528_cov_25.404312	22528	64.90
P4_54_NODE_64_length_22504_cov_16.138535	22504	70.25
P4_54_NODE_65_length_22484_cov_5.266091	22484	66.93
P4_54_NODE_66_length_22338_cov_36.290262	22338	38.10
P4_54_NODE_67_length_22272_cov_33.024294	22272	65.77
P4_54_NODE_68_length_21942_cov_7.249782	21942	71.94
P4_54_NODE_69_length_21911_cov_5.355674	21911	66.76
P4_54_NODE_70_length_21790_cov_4.254166	21790	68.76
P4_54_NODE_71_length_21756_cov_47.567063	21756	66.14
P4_54_NODE_72_length_21713_cov_25.897619	21713	64.31
P4_54_NODE_73_length_21606_cov_2.386936	21606	69.07
P4_54_NODE_74_length_21452_cov_11.221571	21452	68.14
P4_54_NODE_75_length_21089_cov_6.038546	21089	67.37
P4_54_NODE_76_length_20984_cov_5.758498	20984	68.23
P4_54_NODE_77_length_20820_cov_3.099261	20820	69.21
P4_54_NODE_78_length_20803_cov_2.331979	20803	67.23
P4_54_NODE_79_length_20777_cov_857.476998	20777	64.34
P4_54_NODE_80_length_20686_cov_5.028698	20686	65.98
P4_54_NODE_81_length_20673_cov_13.831987	20673	67.97
P4_54_NODE_82_length_20587_cov_6.904643	20587	61.86
P4_54_NODE_83_length_20562_cov_27.313433	20562	65.41
P4_54_NODE_84_length_20509_cov_11.234619	20509	67.95
P4_54_NODE_85_length_20433_cov_5.041269	20433	69.57
P4_54_NODE_86_length_20363_cov_9.134908	20363	65.71
P4_54_NODE_87_length_20312_cov_13.899827	20312	68.58
P4_54_NODE_88_length_20170_cov_32.080627	20170	64.09
P4_54_NODE_89_length_19568_cov_47.749293	19568	62.89
P4_54_NODE_90_length_19532_cov_3.113270	19532	69.79
P4_54_NODE_91_length_19506_cov_306.598534	19506	65.33
P4_54_NODE_92_length_19217_cov_5.265689	19217	69.85
P4_54_NODE_93_length_19184_cov_92.026132	19184	65.43
P4_54_NODE_94_length_19163_cov_5.405127	19163	67.98
P4_54_NODE_95_length_18978_cov_15.890616	18978	70.76
P4_54_NODE_96_length_18913_cov_27.699883	18913	64.81
P4_54_NODE_97_length_18629_cov_31.744514	18629	67.48
P4_54_NODE_98_length_18244_cov_5.463046	18244	72.78
P4_54_NODE_99_length_18244_cov_3.853121	18244	65.92
P4_54_NODE_100_length_17868_cov_58.712248	17868	65.94
P4_54_NODE_101_length_17767_cov_3.705612	17767	68.47
P4_54_NODE_102_length_17715_cov_15.724471	17715	65.23
P4_54_NODE_103_length_17523_cov_6.087434	17523	69.59
P4_54_NODE_104_length_17473_cov_9.735155	17473	66.85
P4_54_NODE_105_length_17453_cov_3.014891	17453	67.38
P4_54_NODE_106_length_17348_cov_3.234249	17348	67.92
P4_54_NODE_107_length_17082_cov_8.381244	17082	60.20
P4_54_NODE_108_length_17052_cov_29.388360	17052	62.83
P4_54_NODE_109_length_17012_cov_2.155523	17012	69.80
P4_54_NODE_110_length_16951_cov_13.984011	16951	69.05
P4_54_NODE_111_length_16806_cov_3.346124	16806	63.84
P4_54_NODE_112_length_16748_cov_74.545274	16748	67.51
P4_54_NODE_113_length_16678_cov_10.776630	16678	66.89
P4_54_NODE_114_length_16675_cov_50.277737	16675	65.25
P4_54_NODE_115_length_16657_cov_3.553842	16657	73.97
P4_54_NODE_116_length_16642_cov_3.647169	16642	68.75
P4_54_NODE_117_length_16619_cov_1.388855	16619	68.33
P4_54_NODE_118_length_16337_cov_4.680938	16337	69.57
P4_54_NODE_119_length_16323_cov_1.805878	16323	64.64
P4_54_NODE_120_length_16305_cov_11.122883	16305	69.11
P4_54_NODE_121_length_16284_cov_16.877267	16284	64.63
P4_54_NODE_122_length_16248_cov_7.186093	16248	64.91
P4_54_NODE_123_length_16204_cov_3.644088	16204	72.18
P4_54_NODE_124_length_16177_cov_3.186355	16177	69.90
P4_54_NODE_125_length_16081_cov_5.236492	16081	66.28
P4_54_NODE_126_length_15800_cov_32.629044	15800	67.06
P4_54_NODE_127_length_15716_cov_7.327475	15716	65.77
P4_54_NODE_128_length_15684_cov_4.341390	15684	70.21
P4_54_NODE_129_length_15604_cov_26.498223	15604	66.56
P4_54_NODE_130_length_15509_cov_104.173580	15509	60.46
P4_54_NODE_131_length_15397_cov_7.441650	15397	62.41
P4_54_NODE_132_length_15314_cov_7.146836	15314	66.48
P4_54_NODE_133_length_15280_cov_12.884643	15280	63.73
P4_54_NODE_134_length_15219_cov_34.190432	15219	66.26
P4_54_NODE_135_length_15214_cov_2.493074	15214	70.94
P4_54_NODE_136_length_15183_cov_4.562367	15183	65.26
P4_54_NODE_137_length_15099_cov_5.116150	15099	69.73
P4_54_NODE_138_length_14993_cov_2.914301	14993	71.01
P4_54_NODE_139_length_14935_cov_2.819827	14935	66.01
P4_54_NODE_140_length_14741_cov_33.201998	14741	62.53
P4_54_NODE_141_length_14566_cov_6.281737	14566	69.21
P4_54_NODE_142_length_14518_cov_7.211174	14518	63.89
P4_54_NODE_143_length_14483_cov_8.194413	14483	64.11
P4_54_NODE_144_length_14351_cov_5.460771	14351	66.06
P4_54_NODE_145_length_14341_cov_28.583228	14341	58.71
P4_54_NODE_146_length_14332_cov_25.613516	14332	61.91
P4_54_NODE_147_length_14242_cov_5.726107	14242	66.26
P4_54_NODE_148_length_14235_cov_1.853133	14235	68.67
P4_54_NODE_149_length_14139_cov_39.236583	14139	65.75
P4_54_NODE_150_length_13956_cov_4.384410	13956	67.51
P4_54_NODE_151_length_13951_cov_2.636502	13951	69.57
P4_54_NODE_152_length_13851_cov_514.106966	13851	63.58
P4_54_NODE_153_length_13806_cov_3.069596	13806	67.62
P4_54_NODE_154_length_13782_cov_6.907873	13782	69.82
P4_54_NODE_155_length_13675_cov_123.421391	13675	60.91
P4_54_NODE_156_length_13670_cov_3.818873	13670	69.80
P4_54_NODE_157_length_13633_cov_2.969569	13633	70.43
P4_54_NODE_158_length_13548_cov_27.029506	13548	64.46
P4_54_NODE_159_length_13492_cov_2.651553	13492	73.31
P4_54_NODE_160_length_13447_cov_1.330330	13447	71.11
P4_54_NODE_161_length_13291_cov_3.482604	13291	71.15
P4_54_NODE_162_length_13250_cov_3.192563	13250	71.17
P4_54_NODE_163_length_13142_cov_3.595390	13142	66.47
P4_54_NODE_164_length_13089_cov_2.234995	13089	72.79
P4_54_NODE_165_length_13086_cov_1.517710	13086	71.45
P4_54_NODE_166_length_12949_cov_4.090158	12949	68.68
