P4_19_NODE_1_length_1138494_cov_165.364412	1138494	47.84
P4_19_NODE_2_length_515708_cov_166.814256	515708	47.89
P4_19_NODE_3_length_296521_cov_34.695092	296521	46.08
P4_19_NODE_4_length_157749_cov_329.360901	157749	49.23
P4_19_NODE_5_length_101782_cov_28.443303	101782	35.78
P4_19_NODE_6_length_99659_cov_19.912711	99659	36.02
P4_19_NODE_7_length_92951_cov_14.464912	92951	36.23
P4_19_NODE_8_length_74183_cov_97.283340	74183	49.13
P4_19_NODE_9_length_72813_cov_96.466775	72813	35.67
P4_19_NODE_10_length_65215_cov_5.617718	65215	35.18
P4_19_NODE_11_length_61805_cov_9.717306	61805	35.93
P4_19_NODE_12_length_61677_cov_8.576556	61677	35.86
P4_19_NODE_13_length_59356_cov_20.127286	59356	35.22
P4_19_NODE_14_length_55713_cov_14.164430	55713	35.39
P4_19_NODE_15_length_49387_cov_5.899249	49387	36.00
P4_19_NODE_16_length_46999_cov_17.418651	46999	35.97
P4_19_NODE_17_length_46185_cov_6.202527	46185	35.45
P4_19_NODE_18_length_43497_cov_13.712428	43497	37.26
P4_19_NODE_19_length_43426_cov_3.273932	43426	35.08
P4_19_NODE_20_length_41392_cov_11.147849	41392	36.69
P4_19_NODE_21_length_40470_cov_2.531344	40470	35.19
P4_19_NODE_22_length_38796_cov_8.159870	38796	35.85
P4_19_NODE_23_length_38596_cov_13.459695	38596	36.75
P4_19_NODE_24_length_38461_cov_6.957166	38461	35.76
P4_19_NODE_25_length_38297_cov_12.909170	38297	36.15
P4_19_NODE_26_length_37708_cov_11.120114	37708	35.69
P4_19_NODE_27_length_36996_cov_7.517833	36996	36.60
P4_19_NODE_28_length_36815_cov_4.356438	36815	35.77
P4_19_NODE_29_length_36444_cov_3.474103	36444	35.31
P4_19_NODE_30_length_35867_cov_2.752322	35867	36.02
P4_19_NODE_31_length_35540_cov_3.693531	35540	35.88
P4_19_NODE_32_length_35230_cov_4.179928	35230	35.80
P4_19_NODE_33_length_34951_cov_5.219676	34951	35.76
P4_19_NODE_34_length_34630_cov_5.641220	34630	35.84
P4_19_NODE_35_length_34629_cov_15.923802	34629	36.32
P4_19_NODE_36_length_33862_cov_10.236816	33862	35.18
P4_19_NODE_37_length_33698_cov_17.793899	33698	35.36
P4_19_NODE_38_length_33180_cov_6.590264	33180	34.70
P4_19_NODE_39_length_32960_cov_6.039168	32960	36.27
P4_19_NODE_40_length_32847_cov_2.342176	32847	36.14
P4_19_NODE_41_length_32615_cov_2.932129	32615	36.41
P4_19_NODE_42_length_31965_cov_2.953358	31965	36.43
P4_19_NODE_43_length_31916_cov_3.553368	31916	37.86
P4_19_NODE_44_length_31835_cov_8.745143	31835	35.12
P4_19_NODE_45_length_31137_cov_2.419058	31137	35.65
P4_19_NODE_46_length_30681_cov_8.086175	30681	35.33
P4_19_NODE_47_length_30162_cov_5.121292	30162	35.38
P4_19_NODE_48_length_29965_cov_2.315537	29965	36.36
P4_19_NODE_49_length_29562_cov_7.034007	29562	37.33
P4_19_NODE_50_length_29435_cov_9.019824	29435	35.79
P4_19_NODE_51_length_29186_cov_3.536013	29186	37.07
P4_19_NODE_52_length_28789_cov_2.935524	28789	35.61
P4_19_NODE_53_length_28317_cov_2.190067	28317	37.74
P4_19_NODE_54_length_28039_cov_6.059329	28039	35.01
P4_19_NODE_55_length_27874_cov_3.921109	27874	36.03
P4_19_NODE_56_length_27821_cov_2.755290	27821	35.74
P4_19_NODE_57_length_26867_cov_1.933508	26867	37.37
P4_19_NODE_58_length_25821_cov_2.845256	25821	35.61
P4_19_NODE_59_length_25459_cov_2.165640	25459	35.57
P4_19_NODE_60_length_25284_cov_4.227849	25284	35.64
P4_19_NODE_61_length_25232_cov_11.300578	25232	34.44
P4_19_NODE_62_length_25055_cov_2.899832	25055	35.92
P4_19_NODE_63_length_24862_cov_5.946473	24862	37.92
