P3_68_NODE_1_length_79544_cov_191.126321	79544	32.55
P3_68_NODE_2_length_51437_cov_16.457435	51437	68.64
P3_68_NODE_3_length_50981_cov_220.033409	50981	66.17
P3_68_NODE_4_length_43283_cov_41.588145	43283	64.31
P3_68_NODE_5_length_40416_cov_27.418377	40416	67.45
P3_68_NODE_6_length_40379_cov_90.070829	40379	64.76
P3_68_NODE_7_length_38824_cov_192.408921	38824	67.34
P3_68_NODE_8_length_37896_cov_7.244989	37896	71.05
P3_68_NODE_9_length_34840_cov_120.217757	34840	63.91
P3_68_NODE_10_length_31696_cov_138.652666	31696	65.49
P3_68_NODE_11_length_30711_cov_31.867676	30711	65.74
P3_68_NODE_12_length_30221_cov_13.585200	30221	71.17
P3_68_NODE_13_length_29782_cov_593.189108	29782	63.81
P3_68_NODE_14_length_28762_cov_3.461673	28762	70.96
P3_68_NODE_15_length_28627_cov_75.790842	28627	64.83
P3_68_NODE_16_length_28206_cov_25.605684	28206	65.81
P3_68_NODE_17_length_27359_cov_1727.765056	27359	61.01
P3_68_NODE_18_length_26436_cov_8.266905	26436	66.32
P3_68_NODE_19_length_25194_cov_32.813181	25194	69.45
P3_68_NODE_20_length_23483_cov_1.913855	23483	67.64
P3_68_NODE_21_length_22948_cov_17.439420	22948	65.62
P3_68_NODE_22_length_22550_cov_5.232306	22550	64.62
P3_68_NODE_23_length_22241_cov_9.099665	22241	68.58
P3_68_NODE_24_length_21719_cov_7.553214	21719	64.11
P3_68_NODE_25_length_21234_cov_125.555408	21234	66.19
P3_68_NODE_26_length_21184_cov_4.483022	21184	67.74
P3_68_NODE_27_length_20934_cov_3.154179	20934	73.30
P3_68_NODE_28_length_20702_cov_45.308287	20702	59.86
P3_68_NODE_29_length_20635_cov_8.076214	20635	71.94
P3_68_NODE_30_length_19964_cov_6.336795	19964	67.72
P3_68_NODE_31_length_19881_cov_8.765465	19881	65.43
P3_68_NODE_32_length_19748_cov_3.655726	19748	73.64
P3_68_NODE_33_length_19717_cov_11.112302	19717	68.71
P3_68_NODE_34_length_19437_cov_13.843242	19437	67.39
P3_68_NODE_35_length_19340_cov_4.918180	19340	69.98
P3_68_NODE_36_length_19059_cov_2.199662	19059	67.22
P3_68_NODE_37_length_19023_cov_4.400826	19023	69.37
P3_68_NODE_38_length_18890_cov_5.417311	18890	72.02
P3_68_NODE_39_length_18791_cov_6.427668	18791	65.81
P3_68_NODE_40_length_18598_cov_13.005035	18598	63.45
P3_68_NODE_41_length_18571_cov_1451.268759	18571	64.28
P3_68_NODE_42_length_18438_cov_7.263830	18438	72.05
P3_68_NODE_43_length_18385_cov_5.276755	18385	70.06
P3_68_NODE_44_length_18027_cov_3.117151	18027	68.74
P3_68_NODE_45_length_17919_cov_423.385623	17919	66.05
P3_68_NODE_46_length_17687_cov_2.705923	17687	70.52
P3_68_NODE_47_length_17608_cov_2.512385	17608	65.66
P3_68_NODE_48_length_17573_cov_4.258569	17573	67.37
P3_68_NODE_49_length_17398_cov_1674.849748	17398	62.97
P3_68_NODE_50_length_17373_cov_30.548765	17373	64.74
P3_68_NODE_51_length_17126_cov_4.509089	17126	67.73
P3_68_NODE_52_length_17081_cov_78.144568	17081	65.72
P3_68_NODE_53_length_16966_cov_7.812934	16966	67.61
P3_68_NODE_54_length_16869_cov_7.260602	16869	68.30
P3_68_NODE_55_length_16817_cov_4.641102	16817	63.42
P3_68_NODE_56_length_16682_cov_9.819148	16682	64.37
P3_68_NODE_57_length_16631_cov_3.731944	16631	67.42
P3_68_NODE_58_length_16558_cov_258.082953	16558	62.72
P3_68_NODE_59_length_16532_cov_4.764645	16532	68.30
P3_68_NODE_60_length_16490_cov_13.389904	16490	68.47
P3_68_NODE_61_length_16317_cov_38.246572	16317	66.88
P3_68_NODE_62_length_16274_cov_4.031833	16274	68.98
P3_68_NODE_63_length_16209_cov_23.426502	16209	64.16
P3_68_NODE_64_length_16064_cov_69.143377	16064	63.75
P3_68_NODE_65_length_16056_cov_1.738151	16056	67.06
P3_68_NODE_66_length_15842_cov_2.899586	15842	68.69
P3_68_NODE_67_length_15742_cov_7.784310	15742	64.48
P3_68_NODE_68_length_15679_cov_3.689815	15679	72.69
P3_68_NODE_69_length_15543_cov_4.955825	15543	64.72
P3_68_NODE_70_length_15467_cov_2.027184	15467	70.38
P3_68_NODE_71_length_15451_cov_920.832224	15451	38.91
P3_68_NODE_72_length_15382_cov_13.359882	15382	66.86
P3_68_NODE_73_length_15339_cov_3.893834	15339	66.50
P3_68_NODE_74_length_15303_cov_3.164997	15303	64.12
P3_68_NODE_75_length_15291_cov_2.795898	15291	69.59
P3_68_NODE_76_length_15151_cov_3.337194	15151	63.90
P3_68_NODE_77_length_15144_cov_1.861757	15144	70.22
P3_68_NODE_78_length_14954_cov_1.697983	14954	67.47
P3_68_NODE_79_length_14864_cov_12.114745	14864	62.74
P3_68_NODE_80_length_14826_cov_119.920471	14826	59.40
P3_68_NODE_81_length_14616_cov_7.092518	14616	66.68
P3_68_NODE_82_length_14499_cov_3.016769	14499	69.52
P3_68_NODE_83_length_14388_cov_3.131477	14388	71.08
P3_68_NODE_84_length_14381_cov_28.251228	14381	68.75
P3_68_NODE_85_length_14379_cov_5.591496	14379	70.74
P3_68_NODE_86_length_14195_cov_2.234291	14195	71.41
P3_68_NODE_87_length_14178_cov_2.887054	14178	70.45
P3_68_NODE_88_length_14008_cov_12.248181	14008	69.77
P3_68_NODE_89_length_13725_cov_3.113767	13725	67.65
P3_68_NODE_90_length_13562_cov_5.800149	13562	64.36
P3_68_NODE_91_length_13533_cov_2.724899	13533	69.09
P3_68_NODE_92_length_13323_cov_2.019627	13323	70.46
P3_68_NODE_93_length_13269_cov_13.365546	13269	69.75
P3_68_NODE_94_length_13246_cov_5.612547	13246	68.47
P3_68_NODE_95_length_13244_cov_21.522299	13244	69.37
P3_68_NODE_96_length_13061_cov_2.831143	13061	71.11
P3_68_NODE_97_length_13025_cov_3.088153	13025	65.44
P3_68_NODE_98_length_13007_cov_4.913276	13007	67.55
P3_68_NODE_99_length_12938_cov_58.684724	12938	62.32
P3_68_NODE_100_length_12921_cov_2.278021	12921	67.60
P3_68_NODE_101_length_12875_cov_1.858801	12875	73.60
P3_68_NODE_102_length_12790_cov_2.891811	12790	71.27
P3_68_NODE_103_length_12787_cov_5.319589	12787	64.87
P3_68_NODE_104_length_12660_cov_1.880635	12660	67.31
P3_68_NODE_105_length_12619_cov_1.969260	12619	70.43
P3_68_NODE_106_length_12579_cov_3.302361	12579	70.94
P3_68_NODE_107_length_12537_cov_2.260999	12537	61.70
P3_68_NODE_108_length_12529_cov_3.525641	12529	69.65
P3_68_NODE_109_length_12359_cov_50.532783	12359	59.91
P3_68_NODE_110_length_12357_cov_24.374652	12357	72.19
P3_68_NODE_111_length_12341_cov_2.581055	12341	67.40
P3_68_NODE_112_length_12196_cov_1.025188	12196	69.75
P3_68_NODE_113_length_12053_cov_1.581922	12053	68.37
P3_68_NODE_114_length_12044_cov_71.013342	12044	62.74
P3_68_NODE_115_length_11913_cov_10.210165	11913	66.41
P3_68_NODE_116_length_11879_cov_8.382063	11879	70.10
P3_68_NODE_117_length_11807_cov_2.075086	11807	70.36
P3_68_NODE_118_length_11704_cov_15.489332	11704	64.20
P3_68_NODE_119_length_11690_cov_1.840526	11690	72.14
P3_68_NODE_120_length_11658_cov_2.880669	11658	65.87
P3_68_NODE_121_length_11579_cov_1.606706	11579	71.09
P3_68_NODE_122_length_11552_cov_1.506521	11552	69.19
P3_68_NODE_123_length_11544_cov_152.248752	11544	59.75
P3_68_NODE_124_length_11335_cov_4.616256	11335	67.64
P3_68_NODE_125_length_11323_cov_2.713290	11323	63.81
P3_68_NODE_126_length_11112_cov_1.435503	11112	70.65
P3_68_NODE_127_length_11099_cov_2.304411	11099	73.37
P3_68_NODE_128_length_11034_cov_1.732649	11034	68.20
P3_68_NODE_129_length_11031_cov_3.625459	11031	68.80
P3_68_NODE_130_length_11025_cov_2.020004	11025	65.46
P3_68_NODE_131_length_10977_cov_3.472166	10977	67.89
P3_68_NODE_132_length_10902_cov_2.634153	10902	64.80
P3_68_NODE_133_length_10887_cov_184.231796	10887	64.31
P3_68_NODE_134_length_10771_cov_1.428410	10771	72.83
P3_68_NODE_135_length_10755_cov_3.757151	10755	63.64
P3_68_NODE_136_length_10695_cov_2.086014	10695	66.11
P3_68_NODE_137_length_10666_cov_2.116425	10666	69.22
P3_68_NODE_138_length_10589_cov_157.885682	10589	62.57
P3_68_NODE_139_length_10574_cov_1.403944	10574	66.75
P3_68_NODE_140_length_10544_cov_10.333589	10544	66.99
P3_68_NODE_141_length_10539_cov_1.277756	10539	66.04
P3_68_NODE_142_length_10536_cov_3.711884	10536	70.74
P3_68_NODE_143_length_10491_cov_2.241895	10491	71.00
P3_68_NODE_144_length_10464_cov_2.453033	10464	69.79
P3_68_NODE_145_length_10439_cov_4.610260	10439	65.71
P3_68_NODE_146_length_10413_cov_1.244021	10413	68.18
P3_68_NODE_147_length_10363_cov_5.878566	10363	70.19
P3_68_NODE_148_length_10357_cov_1.830596	10357	73.28
P3_68_NODE_149_length_10304_cov_3.416724	10304	69.71
P3_68_NODE_150_length_10229_cov_1.455256	10229	66.46
P3_68_NODE_151_length_10191_cov_5.882850	10191	63.79
P3_68_NODE_152_length_10099_cov_1.187926	10099	69.06
P3_68_NODE_153_length_10049_cov_10.803064	10049	64.79
P3_68_NODE_154_length_10022_cov_21.353815	10022	61.83
P3_68_NODE_155_length_9980_cov_3.657059	9980	67.43
P3_68_NODE_156_length_9948_cov_0.996334	9948	67.21
P3_68_NODE_157_length_9939_cov_47.761474	9939	65.44
P3_68_NODE_158_length_9928_cov_40.422712	9928	65.15
P3_68_NODE_159_length_9883_cov_3.649241	9883	65.55
P3_68_NODE_160_length_9870_cov_1.608129	9870	67.76
P3_68_NODE_161_length_9828_cov_1.769714	9828	70.78
P3_68_NODE_162_length_9757_cov_2.656698	9757	70.91
P3_68_NODE_163_length_9713_cov_3.804924	9713	71.13
P3_68_NODE_164_length_9639_cov_9.876472	9639	64.44
P3_68_NODE_165_length_9609_cov_6.456022	9609	65.85
P3_68_NODE_166_length_9603_cov_5.198396	9603	66.80
P3_68_NODE_167_length_9561_cov_4.094128	9561	64.53
P3_68_NODE_168_length_9541_cov_0.971319	9541	65.53
P3_68_NODE_169_length_9521_cov_7.383117	9521	68.68
P3_68_NODE_170_length_9518_cov_511.999468	9518	58.92
P3_68_NODE_171_length_9484_cov_1.986855	9484	69.54
P3_68_NODE_172_length_9460_cov_2.539805	9460	69.90
P3_68_NODE_173_length_9299_cov_5.385739	9299	69.76
P3_68_NODE_174_length_9298_cov_1427.818668	9298	65.35
P3_68_NODE_175_length_9219_cov_36.807743	9219	67.84
P3_68_NODE_176_length_9190_cov_3.357718	9190	73.37
P3_68_NODE_177_length_9104_cov_2.224128	9104	67.15
P3_68_NODE_178_length_9095_cov_2.223015	9095	70.58
P3_68_NODE_179_length_9081_cov_1.576390	9081	65.42
P3_68_NODE_180_length_9074_cov_326.069856	9074	64.92
P3_68_NODE_181_length_9055_cov_3.136201	9055	65.39
P3_68_NODE_182_length_8921_cov_8.448942	8921	72.44
P3_68_NODE_183_length_8888_cov_6.708595	8888	64.92
P3_68_NODE_184_length_8878_cov_5.735345	8878	64.47
P3_68_NODE_185_length_8866_cov_2.839570	8866	67.69
P3_68_NODE_186_length_8838_cov_1.849271	8838	67.50
P3_68_NODE_187_length_8797_cov_1.405190	8797	68.40
P3_68_NODE_188_length_8782_cov_1.984287	8782	60.86
P3_68_NODE_189_length_8781_cov_1.221516	8781	64.47
P3_68_NODE_190_length_8724_cov_1.565546	8724	70.56
P3_68_NODE_191_length_8634_cov_2.651464	8634	73.84
P3_68_NODE_192_length_8602_cov_2.951622	8602	65.47
P3_68_NODE_193_length_8597_cov_1.554191	8597	68.78
P3_68_NODE_194_length_8588_cov_3.225269	8588	70.87
P3_68_NODE_195_length_8572_cov_2.475311	8572	68.05
P3_68_NODE_196_length_8571_cov_2.139034	8571	65.91
P3_68_NODE_197_length_8516_cov_8.725951	8516	53.89
P3_68_NODE_198_length_8497_cov_2.453166	8497	66.19
P3_68_NODE_199_length_8480_cov_48.746602	8480	61.23
P3_68_NODE_200_length_8474_cov_1.355697	8474	64.18
P3_68_NODE_201_length_8470_cov_3.163131	8470	70.66
P3_68_NODE_202_length_8356_cov_23.589987	8356	65.90
P3_68_NODE_203_length_8347_cov_3.033090	8347	65.47
P3_68_NODE_204_length_8321_cov_1.445326	8321	68.14
P3_68_NODE_205_length_8301_cov_1.218131	8301	65.59
P3_68_NODE_206_length_8236_cov_33.282913	8236	70.12
P3_68_NODE_207_length_8159_cov_2.079681	8159	66.92
P3_68_NODE_208_length_8139_cov_5.673240	8139	63.69
P3_68_NODE_209_length_8120_cov_3.988490	8120	69.21
P3_68_NODE_210_length_8118_cov_2.032286	8118	34.91
P3_68_NODE_211_length_8101_cov_1.861174	8101	69.55
P3_68_NODE_212_length_8098_cov_1.939280	8098	68.42
P3_68_NODE_213_length_8034_cov_1.401290	8034	65.87
P3_68_NODE_214_length_8016_cov_6.341766	8016	64.00
P3_68_NODE_215_length_7934_cov_0.945690	7934	66.80
P3_68_NODE_216_length_7910_cov_2.528716	7910	70.13
P3_68_NODE_217_length_7892_cov_2.078042	7892	68.99
P3_68_NODE_218_length_7887_cov_1.036727	7887	71.47
P3_68_NODE_219_length_7836_cov_1.901803	7836	62.61
P3_68_NODE_220_length_7833_cov_1.392941	7833	66.44
P3_68_NODE_221_length_7828_cov_3.880201	7828	73.47
P3_68_NODE_222_length_7790_cov_47.946192	7790	69.67
P3_68_NODE_223_length_7765_cov_1.349437	7765	66.08
P3_68_NODE_224_length_7762_cov_33.921022	7762	69.90
P3_68_NODE_225_length_7753_cov_3.303960	7753	70.06
P3_68_NODE_226_length_7753_cov_0.859035	7753	69.59
P3_68_NODE_227_length_7740_cov_7.056614	7740	61.93
P3_68_NODE_228_length_7639_cov_1.051651	7639	69.98
P3_68_NODE_229_length_7635_cov_1.367741	7635	69.95
P3_68_NODE_230_length_7571_cov_4.273509	7571	64.93
P3_68_NODE_231_length_7567_cov_1.476613	7567	71.11
P3_68_NODE_232_length_7559_cov_1.736948	7559	72.71
P3_68_NODE_233_length_7451_cov_8.147051	7451	46.69
P3_68_NODE_234_length_7419_cov_2.770570	7419	67.70
P3_68_NODE_235_length_7395_cov_1.252752	7395	66.88
P3_68_NODE_236_length_7363_cov_4.552377	7363	63.97
P3_68_NODE_237_length_7342_cov_584.980873	7342	43.82
P3_68_NODE_238_length_7304_cov_1.610422	7304	65.07
P3_68_NODE_239_length_7298_cov_1.654581	7298	62.41
P3_68_NODE_240_length_7217_cov_1.827786	7217	66.26
P3_68_NODE_241_length_7214_cov_5.438267	7214	62.03
P3_68_NODE_242_length_7169_cov_2.223232	7169	70.37
P3_68_NODE_243_length_7134_cov_1.336663	7134	61.23
P3_68_NODE_244_length_7128_cov_1.451935	7128	71.52
P3_68_NODE_245_length_7111_cov_1.750430	7111	65.59
P3_68_NODE_246_length_7093_cov_1.490525	7093	74.02
P3_68_NODE_247_length_7053_cov_2.621860	7053	68.51
P3_68_NODE_248_length_7049_cov_289.072378	7049	50.21
P3_68_NODE_249_length_6956_cov_1.520867	6956	70.74
P3_68_NODE_250_length_6929_cov_1.457660	6929	68.12
P3_68_NODE_251_length_6903_cov_20.866430	6903	62.29
P3_68_NODE_252_length_6895_cov_4.151596	6895	70.94
P3_68_NODE_253_length_6892_cov_0.873466	6892	72.04
P3_68_NODE_254_length_6825_cov_3.966408	6825	69.20
P3_68_NODE_255_length_6813_cov_1.441220	6813	69.02
P3_68_NODE_256_length_6767_cov_2.248946	6767	66.91
P3_68_NODE_257_length_6741_cov_1.614757	6741	72.01
P3_68_NODE_258_length_6696_cov_1.905161	6696	75.46
P3_68_NODE_259_length_6685_cov_27.610540	6685	63.47
P3_68_NODE_260_length_6649_cov_4.524226	6649	66.43
P3_68_NODE_261_length_6632_cov_1.365565	6632	70.13
P3_68_NODE_262_length_6608_cov_2.347477	6608	70.84
P3_68_NODE_263_length_6585_cov_446.964076	6585	51.81
P3_68_NODE_264_length_6574_cov_28.798201	6574	67.61
P3_68_NODE_265_length_6560_cov_1.981346	6560	69.80
P3_68_NODE_266_length_6534_cov_9.525051	6534	62.35
P3_68_NODE_267_length_6521_cov_4.990674	6521	64.56
P3_68_NODE_268_length_6493_cov_1.710807	6493	64.75
P3_68_NODE_269_length_6476_cov_15.788471	6476	67.60
P3_68_NODE_270_length_6459_cov_2.953885	6459	62.83
P3_68_NODE_271_length_6457_cov_2.132543	6457	68.56
P3_68_NODE_272_length_6406_cov_2.840102	6406	69.83
P3_68_NODE_273_length_6401_cov_8.750460	6401	64.68
P3_68_NODE_274_length_6365_cov_60.994550	6365	59.83
P3_68_NODE_275_length_6319_cov_1.179264	6319	71.56
P3_68_NODE_276_length_6313_cov_2.897826	6313	67.24
P3_68_NODE_277_length_6232_cov_9.070598	6232	68.34
P3_68_NODE_278_length_6218_cov_0.958463	6218	65.81
P3_68_NODE_279_length_6214_cov_2.685888	6214	68.31
P3_68_NODE_280_length_6181_cov_2.219855	6181	63.82
P3_68_NODE_281_length_6164_cov_3.695544	6164	60.66
P3_68_NODE_282_length_6164_cov_1.027497	6164	68.58
P3_68_NODE_283_length_6145_cov_1.446826	6145	72.82
P3_68_NODE_284_length_6140_cov_1.232663	6140	64.66
